ISBN,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9781101625545,A Fall of Marigolds,Susan Meissner,ePUB,23.99,19.99,1101625546,2014-02-04,Penguin Publishing Group,304
9780857204301,The Lady of the Rivers,Philippa Gregory,ePUB,13.99,13.99,857204300,2011-09-15,Simon & Schuster UK,512
9780241981115,Be More Pirate,Sam Conniff Allende,ePUB,15.99,15.99,241981115,2018-05-03,Penguin Books Ltd,320
9780748116096,Summer Knight,Jim Butcher,ePUB,12.99,12.99,748116095,2010-03-04,"Little, Brown Book Group",416
9780141398211,Three Tang Dynasty Poets,Penguin Books Ltd,ePUB,4.99,4.99,141398213,2015-02-26,Penguin Books Ltd,80
9780857206473,The 7 Habits Of Highly Effective Teenagers,Sean Covey,ePUB,16.99,16.99,857206478,2011-03-31,Simon & Schuster UK,288
9780141970615,The Girl on the Cliff,Lucinda Riley,ePUB,15.99,15.99,141970618,2011-10-27,Penguin Books Ltd,576
9781405925679,Down to the Woods,M. J. Arlidge,ePUB,15.99,15.99,1405925671,2018-09-20,Penguin Books Ltd,368
9781448106899,The Godfather,Mario Puzo,ePUB,15.99,15.99,1448106893,2012-11-30,Random House,608
9780241971857,Hooked,Nir Eyal,ePUB,18.99,18.99,241971853,2014-11-04,Penguin Books Ltd,256
9781405528733,Burn Fat Fast,Kate Staples,ePUB,9.99,9.99,1405528737,2013-06-06,"Little, Brown Book Group",96
9780785182979,Spider-Man,Dan Slott,ePUB,21.99,17.99,785182977,2014-09-03,Marvel Entertainment,
9781407059518,A Time To Kill,John Grisham,ePUB,15.99,15.99,1407059513,2010-04-21,Random House,752
9780141969053,Merciless,Mary Burton,ePUB,15.99,15.99,141969059,2012-03-15,Penguin Books Ltd,480
9780547249643,1984,George Orwell,ePUB,9.99,9.99,547249640,2013-09-03,HarperCollins,
9780141981796,Life 3.0,Max Tegmark,ePUB,15.99,15.99,141981792,2017-08-29,Penguin Books Ltd,400
9781407071565,11th Hour,James Patterson,ePUB,15.99,15.99,1407071564,2012-03-01,Random House,496
9780748116119,Blood Rites,Jim Butcher,ePUB,11.99,11.99,748116117,2010-03-04,"Little, Brown Book Group",464
9780575088498,Flowers For Algernon,Daniel Keyes,ePUB,9.99,9.99,575088494,2012-11-15,Orion,224
9780141959368,The Happy Return,C.S. Forester,ePUB,15.99,15.99,141959363,2006-10-05,Penguin Books Ltd,304
9781250249463,The Lights Go Out in Lychford,Paul Cornell,ePUB,14.29,11.99,1250249465,2024-03-26,Tor Publishing Group,
9780141919959,Nineteen Eighty-Four,George Orwell,ePUB,10.99,10.99,141919957,2004-01-29,Penguin Books Ltd,400
9780544187610,The Paleo Diet Revised,Loren Cordain,ePUB,29.69,23.99,054418761X,2024-02-27,HarperCollins,288
9780978927080,Great Expectations (Illustrated),Charles Dickens,ePUB,0.99,0.99,978927087,2013-03-18,Top Five Books,
9780241392102,"Love, Iris",Elizabeth Noble,ePUB,15.99,15.99,241392101,2018-12-27,Penguin Books Ltd,480
9780547504186,Animal Farm And 1984,George Orwell,ePUB,15.99,15.99,547504187,2003-06-01,HarperCollins,
9781407039176,Remote Control,Andy McNab,ePUB,15.99,15.99,1407039172,2008-10-02,Transworld,512
9780748109388,From Potter's Field,Patricia Cornwell,ePUB,11.99,11.99,748109382,2008-09-04,"Little, Brown Book Group",416
9781310839696,The King's Men,Nora Sakavic,ePUB,1.43,1.43,1310839697,2015-05-19,Nora Sakavic,
9780141903019,Bermondsey Boy,Tommy Steele,ePUB,14.99,14.99,141903015,2007-04-05,Penguin Books Ltd,320
9780241950609,The Chrysalids,John Wyndham,ePUB,15.99,15.99,241950600,2010-04-01,Penguin Books Ltd,224
9780141968582,Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,ePUB,9.99,9.99,141968583,2011-01-06,Penguin Random House Children's UK,256
9780755128082,Soldiers Of The Queen,Max Hennessy,ePUB,8.79,7.99,755128087,2015-10-01,House of Stratus,366
9780575104419,Dune,Frank Herbert,ePUB,11.99,11.99,575104414,2010-12-30,Orion,624
9781408895207,Royals,Emma Forrest,ePUB,18.39,15.99,140889520X,2019-10-31,Bloomsbury Publishing,336
9780748122967,Leviathan Wakes,James S. A. Corey,ePUB,11.99,11.99,748122966,2011-06-02,"Little, Brown Book Group",448
9780241359181,The Boy Who Followed His Father into Auschwitz,Jeremy Dronfield,ePUB,16.99,16.99,024135918X,2019-01-24,Penguin Books Ltd,320
9781405909969,Billy and Me,Giovanna Fletcher,ePUB,15.99,15.99,140590996X,2013-05-23,Penguin Books Ltd,416
9780761193029,The Natural Baby Sleep Solution,Polly Moore Ph.D.,ePUB,19.99,19.99,761193022,2016-03-08,Workman Publishing Company,192
9781405919319,Tom Clancy's Support and Defend,Mark Greaney,ePUB,15.99,15.99,1405919310,2014-07-22,Penguin Books Ltd,416
9780547504810,Around My French Table,Dorie Greenspan,ePUB,7.99,7.99,547504810,2010-10-08,HarperCollins,
9780670923182,Leaders Eat Last,Simon Sinek,ePUB,16.99,16.99,670923184,2014-01-09,Penguin Books Ltd,256
9780241960387,The Secret Rooms,Catherine Bailey,ePUB,15.99,15.99,024196038X,2012-11-01,Penguin Books Ltd,480
9780307978882,I'm a T. Rex!,Dennis R. Shealy,ePUB,8.79,7.99,307978885,2012-04-25,Random House Children's Books,
9780241978504,First You Write a Sentence.,Joe Moran,ePUB,15.99,15.99,241978505,2018-09-27,Penguin Books Ltd,256
9780755374014,Did You Miss Me?,Karen Rose,ePUB,11.99,11.99,755374010,2012-11-08,Headline,469
9780241956915,State of Emergency,Dominic Sandbrook,ePUB,19.99,19.99,241956919,2011-05-26,Penguin Books Ltd,768
9780141971391,Secrets of the Henna Girl,Sufiya Ahmed,ePUB,9.99,9.99,141971398,2012-03-01,Penguin Random House Children's UK,384
9780241187159,To Hell and Back,Ian Kershaw,ePUB,19.99,19.99,024118715X,2015-09-24,Penguin Books Ltd,400
9781401953522,The Year of Less,Cait Flanders,ePUB,2.99,2.99,1401953522,2018-01-16,Hay House,
9781407035284,Thief Of Time,Terry Pratchett,ePUB,15.99,15.99,1407035282,2008-10-09,Transworld,432
9780307237811,Genghis Khan and the Making of the Modern World,Jack Weatherford,ePUB,25.7,20.99,307237818,2005-03-22,Crown,
9781405527590,Time of Death,Mark Billingham,ePUB,11.99,11.99,1405527595,2015-04-23,"Little, Brown Book Group",448
9780141975597,Feral,George Monbiot,ePUB,15.99,15.99,141975598,2013-05-30,Penguin Books Ltd,256
9780755387182,London Bridges,James Patterson,ePUB,12.99,12.99,075538718X,2011-04-28,Headline,321
9780768499544,The God Chasers Expanded Ed.,Tommy Tenney,ePUB,19.06,15.99,768499542,2012-03-18,"Destiny Image, Inc.",0
9780751567779,Every Breath,Nicholas Sparks,ePUB,11.99,11.99,751567779,2018-10-16,"Little, Brown Book Group",320
9780486111612,Journey to the Center of the Earth,Jules Verne,ePUB,1.45,1.45,048611161X,2012-02-02,Dover Publications,160
9780141924540,The Mask of Dimitrios,Eric Ambler,ePUB,15.99,15.99,141924543,2009-05-28,Penguin Books Ltd,240
9781405912990,On Dublin Street,Samantha Young,ePUB,15.99,15.99,1405912995,2012-10-25,Penguin Books Ltd,416
9780755385171,The Secret Life of Bees,Sue Monk Kidd,ePUB,12.99,12.99,755385179,2011-02-03,Headline,225
9781101079089,The House on Tradd Street,Karen White,ePUB,13.7,11.99,1101079088,2008-11-04,Penguin Publishing Group,352
9780241965306,Swing Time,Zadie Smith,ePUB,15.99,15.99,241965306,2016-11-15,Penguin Books Ltd,432
9780141962511,Mercy,Jussi Adler-Olsen,ePUB,15.99,15.99,141962518,2011-05-12,Penguin Books Ltd,512
9780297859116,Butterfly Brain,Barry Cryer,ePUB,13.99,13.99,297859110,2009-12-17,Orion,256
9780857207609,The King's Curse,Philippa Gregory,ePUB,13.99,13.99,857207601,2014-08-14,Simon & Schuster UK,608
9780755378500,If You Were Me,Sheila O'Flanagan,ePUB,11.99,11.99,755378504,2014-07-03,Headline,464
9780141331584,The Red Pyramid (The Kane Chronicles Book 1),Rick Riordan,ePUB,12.99,12.99,141331585,2010-05-04,Penguin Random House Children's UK,544
9780755355983,Don't Want To Miss A Thing,Jill Mansell,ePUB,11.99,11.99,755355989,2013-01-31,Headline,352
9780857072900,"Sister, Missing",Sophie McKenzie,ePUB,10.99,10.99,857072900,2011-09-15,Simon & Schuster UK,1
9780241956007,The Big Short,Michael Lewis,ePUB,14.99,14.99,241956005,2011-01-27,Penguin Books Ltd,288
9781405523707,The Difference a Day Makes,Carole Matthews,ePUB,12.99,12.99,1405523700,2013-01-01,"Little, Brown Book Group",464
9781407097961,A Noble Radiance,Donna Leon,ePUB,15.99,15.99,1407097962,2010-09-30,Random House,288
9780241003114,Happiness by Design,Paul Dolan,ePUB,15.99,15.99,241003113,2014-08-28,Penguin Books Ltd,208
9780486114750,Dracula,Bram Stoker,ePUB,1.45,1.45,486114759,2012-02-06,Dover Publications,336
9780992984915,Dominic,L.A. Casey,ePUB,4.99,4.99,992984912,2016-03-13,?L.A. Casey,
9780748124619,Pretty Little Liars,Sara Shepard,ePUB,11.99,11.99,748124616,2010-11-04,"Little, Brown Book Group",256
9780753550281,Essentialism,Greg McKeown,ePUB,18.99,18.99,753550288,2014-04-17,Ebury Publishing,272
9781351624534,Closing the Vocabulary Gap,Alex Quigley,ePUB,36.29,36.29,1351624539,2018-04-06,Taylor & Francis,0
9780575088160,Best Served Cold,Joe Abercrombie,ePUB,12.99,12.99,575088168,2009-06-01,Orion,560
9780446540421,Battlefield of the Mind,Joyce Meyer,ePUB,8.99,8.99,446540420,2008-03-25,FaithWords,
9781405935166,Lucy Sullivan is Getting Married,Marian Keyes,ePUB,15.99,15.99,1405935162,2017-07-13,Penguin Books Ltd,672
9780486113463,Passing,Nella Larsen,ePUB,10.2,10.2,486113469,2012-02-06,Dover Publications,112
9780575091511,Before They Are Hanged : First Law,Joe Abercrombie,ePUB,12.99,12.99,575091517,2009-06-18,Orion,592
9780753553947,Before We Was We,Mike Barson,ePUB,15.99,15.99,753553945,2019-10-10,Ebury Publishing,320
9780141928005,The First Rumpole Omnibus,John Mortimer,ePUB,16.99,16.99,014192800X,2000-01-01,Penguin Books Ltd,560
9780141907055,Secrets,Lesley Pearse,ePUB,15.99,15.99,141907053,2005-01-13,Penguin Books Ltd,576
9781405523134,The Skeleton Road,Val McDermid,ePUB,11.99,11.99,1405523131,2014-09-11,"Little, Brown Book Group",416
9780141941448,The Beach,Alex Garland,ePUB,15.99,15.99,141941448,2007-07-05,Penguin Books Ltd,448
9780141917115,An Inspector Calls and Other Plays,J B Priestley,ePUB,15.99,15.99,141917113,2001-03-29,Penguin Books Ltd,304
9780241957936,Shoes Were For Sunday,Molly Weir,ePUB,14.99,14.99,241957931,2012-03-29,Penguin Books Ltd,208
9780141935386,Be As You Are,David Godman,ePUB,14.99,14.99,141935383,2000-01-01,Penguin Books Ltd,272
9781101157459,The Westing Game (Puffin Modern Classics),Ellen Raskin,ePUB,13.19,10.99,1101157453,2004-04-12,Penguin Young Readers Group,192
9780748115686,The Glass Room,Simon Mawer,ePUB,11.99,11.99,748115684,2009-08-20,"Little, Brown Book Group",416
9781405934169,Mythos,Stephen Fry,ePUB,15.99,15.99,1405934166,2017-11-02,Penguin Books Ltd,400
9780547677538,The American Heritage Dictionary of Idioms,Christine Ammer,ePUB,28.59,22.99,547677537,2018-06-01,Houghton Mifflin Harcourt,512
9780141980867,The Shock Doctrine,Naomi Klein,ePUB,18.99,18.99,141980869,2014-10-02,Penguin Books Ltd,576
9780307744920,The Fifth Queen,Ford Madox Ford,ePUB,17.14,13.99,307744922,2011-10-04,Knopf Doubleday Publishing Group,
9780755350759,Goodnight Lady,Martina Cole,ePUB,11.99,11.99,755350758,2005-06-10,Headline,300
9780575087309,The Green Mile,Stephen King,ePUB,13.99,13.99,575087307,2010-11-25,Orion,448
9780136083252,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,ePUB,76.63,76.63,136083250,2008-08-01,Pearson Education,0
9780241146422,Underland,Robert Macfarlane,ePUB,16.99,16.99,241146429,2019-05-02,Penguin Books Ltd,496
9780600623007,Hamlyn All Colour Cookery: 200 Super Soups,Sara Lewis,ePUB,6.99,6.99,600623009,2007-09-07,Octopus,240
9780141903958,Death of a Salesman,Arthur Miller,ePUB,10.99,10.99,141903953,2013-05-03,Penguin Books Ltd,112
9780141969985,Crossed,Ally Condie,ePUB,12.99,12.99,141969989,2011-11-24,Penguin Random House Children's UK,384
9780307595515,Why We Get Fat: And What to Do About It,Gary Taubes,ePUB,22.29,17.99,030759551X,2010-12-28,Knopf Doubleday Publishing Group,
9780241981412,Captivate,Vanessa Van Edwards,ePUB,15.99,15.99,241981417,2017-05-04,Penguin Books Ltd,256
9780575095854,Red Country,Joe Abercrombie,ePUB,12.99,12.99,575095857,2012-10-18,Orion,560
9781409010661,Homecoming Girls,Val Wood,ePUB,15.99,15.99,140901066X,2010-11-30,Transworld,416
9780755350780,The Know,Martina Cole,ePUB,11.99,11.99,755350782,2004-07-05,Headline,300
9781407034737,Moving Pictures,Terry Pratchett,ePUB,15.99,15.99,1407034731,2009-05-27,Transworld,400
9780141946610,Our Street,Gilda O'Neill,ePUB,15.99,15.99,014194661X,2004-07-01,Penguin Books Ltd,320
9780241235973,Seven Brief Lessons on Physics,Carlo Rovelli,ePUB,14.99,14.99,241235979,2015-09-24,Penguin Books Ltd,96
9781101903094,The 4 x 4 Diet,Erin Oprea,ePUB,15.42,12.99,1101903090,2016-02-02,Harmony/Rodale,
9780241965177,A Delicate Truth,John le Carr̩,ePUB,15.99,15.99,241965179,2013-04-25,Penguin Books Ltd,320
9780141915067,One Flew Over the Cuckoo's Nest,Ken Kesey,ePUB,15.99,15.99,141915064,2011-08-23,Penguin Books Ltd,320
9781407057026,The Sparrow,Mary Doria Russell,ePUB,15.99,15.99,1407057022,2010-02-23,Transworld,512
9781405914970,Pop Goes the Weasel,M. J. Arlidge,ePUB,15.99,15.99,1405914971,2014-09-11,Penguin Books Ltd,464
9780297863854,Stalin,Simon Sebag Montefiore,ePUB,13.99,13.99,297863851,2010-06-03,Orion,820
9780786954056,Streams of Silver,R.A. Salvatore,ePUB,16.12,12.99,786954051,2009-06-23,Wizards of the Coast Publishing,384
9780748114399,Iceberg,Clive Cussler,ePUB,11.99,11.99,748114394,2009-09-17,"Little, Brown Book Group",400
9780141339429,Legend,Marie Lu,ePUB,4.99,4.99,014133942X,2012-02-02,Penguin Random House Children's UK,368
9780718159023,Forgive Me,Lesley Pearse,ePUB,15.99,15.99,718159020,2013-02-14,Penguin Books Ltd,512
9780007283033,Provided You Don't Kiss Me,Duncan Hamilton,ePUB,20.99,20.99,7283032,2008-09-04,HarperCollins Publishers,256
9780748116089,Grave Peril : Dresden Files,Jim Butcher,ePUB,12.99,12.99,748116087,2010-03-04,"Little, Brown Book Group",432
9780141903989,Giovanni's Room,James Baldwin,ePUB,15.99,15.99,141903988,2001-10-04,Penguin Books Ltd,176
9780241309117,The Skincare Bible,Dr Anjali Mahto,ePUB,18.99,18.99,241309115,2018-04-05,Penguin Books Ltd,256
9780553904567,Persuasion,Jane Austen,ePUB,3.99,3.99,553904566,2008-01-29,Random House Publishing Group,
9780141908359,Crime and Punishment,Fyodor Dostoyevsky,ePUB,10.99,10.99,141908351,2003-01-30,Penguin Books Ltd,720
9780575090989,Baptism of Fire,Andrzej Sapkowski,ePUB,12.99,12.99,575090987,2014-03-06,Orion,288
9781405940948,The Story of Brexit,Jason Hazeley,ePUB,14.99,14.99,1405940948,2018-10-25,Penguin Books Ltd,56
9781407020358,Love,Toni Morrison,ePUB,15.99,15.99,1407020358,2008-12-26,Random House,208
9780997720112,Becoming his Monster,Amelia Hutchins,ePUB,6.87,6.87,997720115,2019-01-01,Amelia Hutchins,
9780297859406,Gone Girl,Gillian Flynn,ePUB,11.99,11.99,297859404,2012-05-24,Orion,320
9780857389572,The Crowded Grave,Martin Walker,ePUB,11.99,11.99,857389572,2011-10-29,Quercus,320
9780007289264,Fear is the Key,Alistair MacLean,ePUB,9.99,9.99,000728926X,2008-09-04,HarperCollins Publishers,384
9780748128808,The Girl Who Fell From The Sky,Simon Mawer,ePUB,11.99,11.99,748128808,2012-05-03,"Little, Brown Book Group",320
9780345513113,The Book of Basketball,Bill Simmons,ePUB,25.7,20.99,345513118,2009-10-27,Random House Publishing Group,
9780786954070,The Legacy,R.A. Salvatore,ePUB,16.12,12.99,786954078,2009-06-23,Wizards of the Coast Publishing,352
9781407047966,Noughts & Crosses,Malorie Blackman,ePUB,12.99,12.99,1407047965,2008-12-26,RHCP,512
9781405910262,Reflected in You,Sylvia Day,ePUB,4.99,4.99,1405910267,2012-10-02,Penguin Books Ltd,352
9781405914895,Eeny Meeny,M. J. Arlidge,ePUB,15.99,15.99,1405914890,2014-05-08,Penguin Books Ltd,464
9780241978825,Before the Rains,Dinah Jefferies,ePUB,15.99,15.99,241978823,2017-02-23,Penguin Books Ltd,400
9781407070742,A Mistletoe Kiss,Katie Flynn,ePUB,15.99,15.99,1407070746,2010-08-05,Random House,448
9780575091504,The Blade Itself,Joe Abercrombie,ePUB,12.99,12.99,575091509,2009-06-18,Orion,544
9781101136249,The Game of Life and How to Play It,Florence Scovel Shinn,ePUB,20.54,16.99,1101136243,2009-09-03,Penguin Publishing Group,
9780857208996,A Winter Flame,Milly Johnson,ePUB,9.99,9.99,857208993,2012-10-25,Simon & Schuster UK,416
9780141978154,Flash Boys,Michael Lewis,ePUB,15.99,15.99,141978155,2014-03-31,Penguin Books Ltd,320
9780486113036,Macbeth,William Shakespeare,ePUB,1.45,1.45,486113035,2012-02-03,Dover Publications,96
9780241242551,Traction,Gabriel Weinberg,ePUB,18.99,18.99,024124255X,2015-10-06,Penguin Books Ltd,240
9780141903187,Brideshead Revisited,Evelyn Waugh,ePUB,15.99,15.99,014190318X,2012-07-26,Penguin Books Ltd,336
9781405913652,The Fate of Ten,Pittacus Lore,ePUB,15.99,15.99,1405913657,2015-09-10,Penguin Books Ltd,384
9780393248821,The Annotated Little Women (The Annotated Books),Louisa May Alcott,ePUB,61.55,49.99,393248828,2015-10-22,W. W. Norton & Company,668
9780141927589,Stone Cold,Robert Swindells,ePUB,12.99,12.99,141927585,2005-01-27,Penguin Random House Children's UK,144
9780141352015,Percy Jackson,Rick Riordan,ePUB,73.99,73.99,141352019,2013-07-04,Penguin Random House Children's UK,1024
9780241959602,David and Goliath,Malcolm Gladwell,ePUB,15.99,15.99,241959608,2013-10-03,Penguin Books Ltd,304
9780141922324,Tao Te Ching,Lao Tzu,ePUB,10.99,10.99,014192232X,2000-01-01,Penguin Books Ltd,192
9780141928982,Hornblower and the Crisis,C.S. Forester,ePUB,15.99,15.99,141928980,2006-10-05,Penguin Books Ltd,176
9781405529518,The Goldfinch,Donna Tartt,ePUB,12.99,12.99,1405529512,2013-10-22,"Little, Brown Book Group",784
9780316221016,American Spring,Walter R. Borneman,ePUB,17.99,17.99,316221015,2014-05-06,"Little, Brown and Company",480
9780755351855,Sheer Mischief,Jill Mansell,ePUB,12.99,12.99,755351851,2010-10-06,Headline,512
9780297864097,Empire of the Deep,Ben Wilson,ePUB,11.99,11.99,297864092,2013-07-25,Orion,544
9780486132532,"Walden; Or, Life in the Woods",Henry David Thoreau,ePUB,1.45,1.45,486132536,2012-03-22,Dover Publications,224
9780141926100,Stalingrad,Antony Beevor,ePUB,15.99,15.99,141926104,2007-10-04,Penguin Books Ltd,512
9781407040929,Gridlock,Ben Elton,ePUB,15.99,15.99,1407040928,2008-12-26,Transworld,448
9781408818909,The Song of Achilles,Madeline Miller,ePUB,15.99,13.99,1408818906,2011-09-05,Bloomsbury Publishing,368
9780871409508,The New Annotated Frankenstein (The Annotated Books),Mary Shelley,ePUB,54.95,43.99,087140950X,2017-08-08,Liveright,416
9780544859562,The Cake Bible,Rose Levy Beranbaum,ePUB,42.99,42.99,544859561,2016-09-06,HarperCollins,560
9781401395421,Home,Julie Andrews,ePUB,21.99,21.99,1401395422,2008-04-01,Hachette Books,352
9780748109999,Consider Phlebas,Iain M. Banks,ePUB,12.99,12.99,748109994,2008-09-04,"Little, Brown Book Group",480
9780571350414,When we were Warriors,Emma Carroll,ePUB,10.99,9.99,571350410,2019-02-05,Faber & Faber,256
9781407034966,Interesting Times,Terry Pratchett,ePUB,14.99,14.99,1407034960,2008-12-05,Transworld,432
9780374706449,Tuck Everlasting,Natalie Babbitt,ePUB,11.21,9.99,374706441,2010-09-17,"Farrar, Straus and Giroux (BYR)",
9780718196080,The Heart is a Lonely Hunter,Carson McCullers,ePUB,15.99,15.99,718196082,2012-04-26,Penguin Books Ltd,352
9780241385838,Wham! George & Me,Andrew Ridgeley,ePUB,19.99,19.99,241385830,2019-10-03,Penguin Books Ltd,368
9780307538376,Midnight in the Garden of Good and Evil,John Berendt,ePUB,25.7,20.99,307538370,2010-05-12,Knopf Doubleday Publishing Group,
9781405937146,Sea of Greed,Clive Cussler,ePUB,15.99,15.99,1405937149,2018-11-06,Penguin Books Ltd,480
9780486113241,Paradise Lost,John Milton,ePUB,1.45,1.45,486113248,2012-04-06,Dover Publications,480
9781407017730,The Man Who Smiled,Henning Mankell,ePUB,15.99,15.99,140701773X,2008-09-04,Random House,448
9780748109685,Trace,Patricia Cornwell,ePUB,11.99,11.99,748109684,2008-09-04,"Little, Brown Book Group",496
9780141905693,The Diary of a Nobody,George Grossmith,ePUB,10.99,10.99,141905697,2000-01-01,Penguin Books Ltd,256
9781407059198,The Rainmaker,John Grisham,ePUB,15.99,15.99,140705919X,2010-04-21,Random House,720
